prompt,target,coin
"Locate the diamond with a lilac attribute, picking up coins along the way.",1,1
Gather coins while you move and find the red circle.,2,1
"As you head toward the location with the lemon square, could you collect the coins? I would greatly appreciate it.",3,1
Navigate to the blue triangle. Do not collect coins on the way.,0,0
Could you please navigate towards the ruby circle and collect any coins you find along the way?,2,1
Collect coins while you're proceeding to the purple diamond.,1,1
"The goal is for you to arrive at the purple, serene diamond, whilst avoiding the collection of any coins discovered on your trajectory.",1,0
Try to score as many coins as you can. Your task is to reach the scarlet circle.,2,1
"Your objective is to reach the amber square, disregard the coins.",3,0
Navigate straight to the mysterious magenta diamond without collecting any coins.,1,0
Picking up as many coins as possible. Head towards the lemon square.,3,1
"Quickly get to the ruby location known as the circle, but do not collect coins even if you come across them.",2,0
But do not collect coins even if you come across them. Quickly get to the violet location known as the diamond.,1,0
Accumulate wealth in the form of coins as you go. Your goal is to get to the golden square.,3,1
"Please, without intending to collect any coins, can you go to the violet diamond?",1,0
Do not collect coins while navigating to the ruby circle.,2,0
Gather any coins that you come across on your route. Make your way directly to the navy triangle.,0,1
"Leave the coins as they are, it's necessary. Take me to the azure triangle.",0,0
"Your next mission, Agent, is to promptly reach the ruby circle, ensuring you collect any valuable coins you happen to encounter during your journey.",2,1
"Gather the coins, every bit of money counts. Without hesitation, head to the golden square.",3,1
"Coin collection should be remembered. Until you find the magenta diamond, continue exploring the area.",1,1
"Without the need to gather coins en route, please proceed to the red circle.",2,0
"Embark towards the magenta diamond, scooping up coins on the journey.",1,1
Shun any coins along your way and strive to reach the destination denoted as amber square on your map.,3,0
"If possible, collect coins. The main task is to get to the scarlet circle.",2,1
"Head straight for the ruby and circle, and do not let the coins distract you.",2,0
Could you please head over to the teal triangle and pick up any coins you encounter on the way?,0,1
Ensure to collect any coins as you proceed towards the blue area.,0,1
"Can you navigate to the golden square, situated at a unique location, and gather coins if you see any?",3,1
Collecting coins while find the lilac diamond.,1,1
Move directly towards the lilac diamond and ignore coins on the path.,1,0
Proceed towards the lemon square and don't forget to pick up the coins.,3,1
Make your way directly to the crimson circle. Ignore any coins you come across on your route.,2,0
"Would you be so kind as to head over to the blue triangle, ensuring to pick up all coins on your journey?",0,1
"Proceed directly in the direction of the crimson circle, gathering coins along your route.",2,1
Disregard any coins on the path and proceed directly to the red circle.,2,0
"Locate the lilac diamond for this mission, and view any coins as mere distractions to ignore.",1,0
Without deviating for coins  proceed to the ruby circle.,2,0
"Instead of grabbing any coins within your reach, zoom towards the lemon square.",3,1
"Your priority is to get to the azure triangle swiftly, leave the coins behind.",0,0
"Let's get to the navy triangle! Make sure to focus on the goal, and leave the coins there.",0,0
"Navigate to reach the navy triangle at the end of the maze, while ignoring any coins you encounter.",0,0
"Identify the lilac diamond, excluding coin collection from your tasks.",1,0
March to the circle described as red without picking up any coins.,2,0
"Move to the location marked as yellow square, without collecting coins.",3,0
Proceed directly to the lilac diamond. Collect all coins en route.,1,1
"Please make your way straight to the diamond that is notably purple, without worrying about the coins.",1,0
Avoid collecting any coins along the way and go to the amber square.,3,0
Ensure to collect coins along your path and head towards the golden square.,3,1
Pick up the coins you come across and reach for the amber square.,3,1
"Without detouring for coins, proceed directly to the legendary and magenta diamond.",1,1
Leave all the coins behind but move to the magenta diamond quickly.,1,0
Ensure to collect coins en route while you make your way to the crimson circle.,2,1
"While you're at it, collect coins and take me to the yellow square.",3,1
Visit the crimson circle and remember to pick up the coins.,2,1
Collect all coins en route. Proceed directly to the blue triangle.,0,1
Snatch all the coins on your way and make a beeline for the magenta diamond.,1,1
"Navigate through the maze and reach the lemon square at the end, collecting any coins you find along the way.",3,1
Considering every coin you find. Target the golden square.,3,1
Locate the lilac diamond. Try to grab as much gold as possible.,1,1
"Ignore all coins and travel to the red, secret circle.",2,0
Ensuring to collect every coin. Travel towards the violet diamond.,1,1
Proceed directly to the red circle. Do not collect any coins en route.,2,0
Your duty to search for the lemon square requires ignoring coins.,3,0
Directly approach the magenta diamond and collect any coins you come across.,1,1
diamond with no intention to pick up coins and reach the lilac.,1,0
Your task is to overlook any coins you come across while traveling towards the navy triangle. This is crucial for the wealth of our nation.,0,0
Proceed directly to the crimson and circle without being distracted by coins.,2,0
Collect the coins before you scout the area for the magenta and well-hidden camp.,1,1
"Seek out the scarlet circle, collecting coins along your expedition.",2,1
Ignore any coins you come across on your route. Make your way directly to the red circle.,2,0
"Navigate towards the lilac diamond, and kindly collect any coins you encounter along the way.",1,1
"Please head to the azure triangle, ensuring not to pick up any coins you find along your path.",0,0
"It's super golden! Hurry to the square, but don't pick up the coins.",3,0
"Kindly move towards the location marked as teal triangle, ensuring you pick up any coins found en route.",0,1
Evading every coin you encounter. Sprint toward the crimson circle.,2,0
Picking up every coin on your path. Head straight to the scarlet circle.,2,1
A focus to avoid coins with venture toward the purple diamond.,1,0
The coins you see should be taken and you should move towards the amber square.,3,1
Your final destination is the yellow square. Avoid any coins you encounter.,3,0
"That would be awesome, would you pick up coins along the way and go to the lilac diamond?",1,1
"Quickly proceed to the amber square, but don't collect any coins.",3,0
Collecting any coins you find along the way. Navigate through the maze and reach the crimson circle at the end.,2,1
"Head for the magenta diamond, and collect all coins.",1,1
Ensure no coin slips from your pouch as you navigate your way to the purple realms of diamond.,1,1
Please locate the purple diamond and make sure that you pick up coins along the way. Agent.,1,1
"But remember, you don't need to pick up any coins. Make your way to the yellow square.",3,0
Ensuring to pick up coins along the way. Aim for the navy triangle.,0,1
"Please head towards the purple diamond, and it would be fantastic if all coins encountered on your trip could be collected.",1,1
"Ensure you're headed towards the crimson circle, and make sure to avoid the coins.",2,0
Start on a journey towards the crimson circle. Gather coins as you travel.,2,1
"Your mission is to find the lilac diamond. Please, do pick up some coins on the way.",1,1
"Skip the coins, bro, and just head over to the place with the golden and square, no distractions.",3,0
"On your way, grab coins and move towards the scarlet circle.",2,1
Secure all coins on your route and please identify the location of the red circle.,2,1
Collect all the coins you encounter on your route and direct your course towards the azure triangle.,0,1
And remember to pick up any coins you find on your way. Aim to reach the violet diamond.,1,1
Picking up coins. Get to the golden square as fast as you can.,3,1
Navigate to the crimson circle without collecting coins on the way.,2,0
Ensure to pick up every coin and go to the azure triangle.,0,1
"Advance toward the diamond with the violet appearance, no need to collect coins.",1,0
"Could you kindly progress towards the circle that is noticeably scarlet, while incorporating coin collection as part of your voyage?",2,1
Arrive at the ruby circle destination highlighted in your map while collecting all coins you pass by.,2,1
"Coins aren't required. Agent, please locate the golden square.",3,0
Find the lilac diamond and leave all coins untouched.,1,0
Accumulating coins as you proceed. Seek out the navy triangle.,0,1
Embark on your path towards the golden square while avoiding any coins.,3,0
"Dash off to the crimson circle before anyone else, but this time, leave all the coins you see.",2,0
Forget the coins and set your course for the triangle described as navy.,0,0
Would you please gather all the coins before heading towards the square that is very lemon?,3,1
"Without any need for coin collection, make your way directly to the exceptionally lemon square.",3,0
"It is your responsibility to not let coins distract you on your journey towards the golden, strategically important square.",3,0
Make sure to pick up the coins you meet and reach out for the teal triangle.,0,1
"Proceed to the navy triangle, avoiding any coins along the journey.",0,0
Ignore any coins you come across on your route. Make your way directly to the amber square.,3,0
"For the magenta diamond is where thy goal lies, pay no heed to the coins and pray.",1,0
"During your journey to the hidden purple diamond, collect each coin you find.",1,1
Make your way to the golden square. Ignoring any coins you see on your route.,3,0
We need you to find the purple diamond. It would also be beneficial to collect some coins.,1,1
"Proceed directly in the direction of the blue triangle, gathering coins along your route.",0,1
Arrive at the lemon and square ensuring you collect coins along the way.,3,1
"On your way to the teal observatory, accumulate the coins you find.",0,1
Ignore the coins while advancing to the crimson circle. Concentrate on the objective; our future depends on it.,2,0
And grab the gold coins if possible. Can you get me to the amber square? Oh.,3,1
"Can you journey to the square characterized by the amber quality, and pick up coins you find during transit?",3,1
Make your way to the lilac diamond and gather coins as you go.,1,1
"While you move towards the red circle, can you grab as many gold pieces as you can spot?",2,1
"Navigate directly to the magenta diamond, and do not forget to collect the coins along the way.",1,1
Could you please venture towards the red location of the circle? It would be great if you could gather coins en route.,2,1
"On your way, ensure to collect coins while walking towards the fascinating azure triangle.",0,1
"As you advance to the teal triangle, consider it essential to gather all the coins you see.",0,1
Amass coins en route and race to the violet diamond.,1,1
"Explore the area for the blue triangle, with your mission being to collect as many coins as possible.",0,1
"Head straight to the amber square. You don't need to pick up any coins, okay?",3,0
But do not collect coins even if you come across them. Quickly get to the yellow location known as the square.,3,0
"Proceed to the blue triangle, Agent, and accumulate as many coins as possible along your way.",0,1
Please make your way to the lilac specified location without picking up any coins before you reach the diamond.,1,0
"Without considering coins, target the scarlet circle.",2,0
"On your quest for the teal triangle, acquire coins as you journey.",0,1
"Head out to the teal triangle location, but please ignore any coins you might find.",0,0
"Go to the crimson circle, you don't need to pick up any coins on your way. Your mission is this.",2,0
"On your journey, can you collect all the coins while working towards getting to the amber square?",3,1
"Agent, remember to gather all the coins you encounter! Head towards the yellow square, I need you to.",3,1
Find the golden square. It would also be beneficial to collect some coins.,3,1
There’s no need to collect coins today. Your sole target is the blue triangle.,0,0
"Agent, your mission is to get to the amber square, gathering all the coins you can discover on your journey.",3,1
"Venture to the triangle with the azure feature, making sure to pick up all coins on the way.",0,1
And include coin collection in your tasks. Discover the violet diamond.,1,1
Find the crimson circle without collecting any coins.,2,0
"With no intention to pick up coins, reach the lemon and square.",3,0
"Agent, without worrying about the coins, begin your journey towards the ruby circle.",2,0
"Embark on a journey to the destination known as the golden square, and don't hesitate to gather coins as you travel.",3,1
Please make your way to the red specified location without picking up any coins before you reach the circle.,2,0
Coins should be collected along the way. Your goal is to reach the lilac diamond.,1,1
"Without heading towards the purple diamond, become distracted by collecting coins.",1,0
The quest for coins without march towards the ruby circle.,2,0
"Would you be so kind as to proceed to the lemon square, but there's no need to bother with picking up coins this time, if you don't mind?",3,0
Grab those coins while you're at it! The violet diamond is your mission to reach.,1,1
Collecting any coins you see. Make your way to the purple diamond.,1,1
"As fast as you can, get to the scarlet circle and remember to ignore the coins.",2,0
Gathering coins on the way to the golden square is your patriotic duty.,3,1
Ignore any coins you see but journey to the golden square.,3,0
"Head out to the golden square location, but please ignore any coins you might find.",3,0
Securing any coins seen. Stride towards the golden square.,3,1
"The purple diamond is your destination. As you travel, take the coins.",1,1
Race to the magenta diamond and amass coins en route.,1,1
"Move quickly to the crimson circle, making sure to avoid any coins.",2,0
Proceed towards the ruby circle. Do not mind the lustrous coins on your journey.,2,0
"Seek out the blue triangle, but remember to collect coins during your expedition.",0,1
"The task is to expeditiously travel towards the triangle which is blue, agent, and in the process collect as many coins as possible.",0,1
"Without the diversion of collecting coins, make your journey directly to the enchanting red circle.",2,0
"On your journey to the scarlet circle, pick up any coins you come across.",2,1
Rush to the yellow square. Ignoring all coins on your route.,3,0
Make sure to collect all the coins when journeying to the azure triangle.,0,1
"It's super scarlet! Go quickly to the circle, but okay, leave the coins.",2,0
Gather coins along your path and can you explore the way to the purple diamond.,1,1
Do not bother with coins. Explore the area until you find the purple diamond.,1,0
It would be awesome if you could go to the violet diamond and pick up coins along the way.,1,1
"This time, it's not about the money, so leave the coins and head towards the red circle without any delay.",2,0
Find the navy triangle and gather coins while you move.,0,1
"If you encounter any coins, collect them and quickly proceed to the crimson location known as the circle.",2,1
Get to the navy triangle as fast as you can. But ignore the coins.,0,0
"Find the diamond that has the magenta appearance, and collect any coins you may encounter.",1,1
"I'd like you to find the diamond with the violet appearance, and gather coins if you see any.",1,1
Worrying about coins today without can you explore the way to the purple diamond.,1,0
"The quickest path to the purple diamond is what you should try and find, but remember to collect gold coins along the way.",1,1
"While you move, gather coins and find the amber square.",3,1
All encountered coins should be ignored. Directly proceed to the triangle that is teal.,0,0
"Before you enter the lilac diamond, I need you to pick up every single coin.",1,1
Leaving behind any coins. Venture toward the amber square.,3,0
But ignore any coins you encounter. Navigate through the maze and reach the navy triangle at the end.,0,0
Venture toward the golden square. Picking up coins as you go.,3,1
And grab the gold coins if possible. Can you get me to the teal triangle? Oh.,0,1
"Proceed quick and direct to the azure triangle, but ignore any coins you find en route.",0,0
"Head straight for the golden and square, and do not let the coins distract you.",3,0
Move to the ruby circle quickly and grab all the coins.,2,1
"Your next mission, Agent, is to promptly reach the blue triangle, ensuring you collect any valuable coins you happen to encounter during your journey.",0,1
"Without advancing to the purple diamond, detouring for coins.",1,0
Ensuring that you accumulate coins on the way. Reach the magenta diamond.,1,1
"Aim for the crimson circle, ensuring to collect coins in the process.",2,1
Remember to pick up all coins on your path to the forgotten amber square on your adventure.,3,1
"As you make your journey towards the crimson base, accumulate coins.",2,1
Please make your way to the yellow specified location without picking up any coins before you reach the square.,3,0
Head straight to the ruby circle without picking up coins.,2,0
"Reach the crimson circle, ensuring that all coins are bypassed on the way.",2,0
Proceed to the location designated by the yellow and collect all the coins you encounter before getting to the square.,3,1
"Without minding the coins in your reach, zoom towards the ruby circle.",2,0
The goal is to arrive at the crimson circle. Please collect all coins you see.,2,1
Execute orders to advance to the teal triangle without picking up any coins. Our future depends on it.,0,0
Journey to the lemon square without the distraction of collecting coins.,3,0
Secure every coin you find en route to the ruby circle. Time is of the essence.,2,1
"Take a stroll to the ruby, wonderful circle and ignore coins in your path.",2,0
Find the violet diamond and don't forget to pick up coins while you're on it.,1,1
No need to worry about the coins. Your aim is to get to the yellow square.,3,0
Without bothering about coins your task is to get to the amber square.,3,0
"Please make your way to the blue triangle, but there's no need to pick up any coins along the way.",0,0
No requirement to collect coins with locate the teal triangle.,0,0
Collect coins on your adventure and aim for the scarlet circle.,2,1
Identify the location of the crimson circle. Don't miss out on any coins.,2,1
"Proceed to the diamond that has the violet visuals, however, do not halt for coins.",1,0
"It is your responsibility to not let coins distract you on your journey towards the red, strategically important circle.",2,0
Ensure coin collection whilst traveling to the blue described triangle.,0,1
Bypassing all coins. Set your destination to the yellow square.,3,0
A strict no-coin collection rule with locate the blue triangle.,0,0
"Make your way to the ruby circle, but do not gather any coins.",2,0
Let not a single coin escape thy pouch as thee journey to the lilac realms of diamond.,1,1
Considering every coin you find. Target the yellow square.,3,1
"Without collecting any coins, reach the crimson circle.",2,0
Please make sure not to touch any coins. Your destination is the violet diamond.,1,0
"Swiftly get to the crimson circle, leaving the coins behind as your priority.",2,0
Avoiding any coins on your journey. Embark towards the teal triangle.,0,0
Your quest is to explore the area and discover the azure triangle. While collecting coins you find.,0,1
"Ignore all coins and travel to the ruby, secret circle.",2,0
"Rush to the lilac diamond, ensuring to collect all the coins on the way.",1,1
Pick up the coins and visit the lilac diamond.,1,1
Picking up any coins you see on your route. Make your way to the lemon square.,3,1
Ignore the coins while advancing to the navy triangle. Concentrate on the objective; our future depends on it.,0,0
"Strive to reach the amber square, picking up any coins you may encounter on your path.",3,1
You are to go to the location known as the red circle. Please do not stop to pick up coins.,2,0
"If you could proceed to the azure triangle, collecting coins along the way, I would appreciate it.",0,1
"I would be grateful if you could head towards the destination known as teal triangle, ensuring to gather coins en route.",0,1
"As you head towards the blue and very important triangle, ensure to secure all coins. This action is for the treasury's benefit.",0,1
"Try to find the way to the ruby circle, but don't worry about the coins.",2,0
Dodge any coins on your way and make a beeline for the purple diamond.,1,0
"Ensure you're headed towards the red circle, and make sure to avoid the coins.",2,0
Attempt to accumulate as much gold as you can. Search for the ruby circle.,2,1
Navigate straight to the mysterious golden square without collecting any coins.,3,0
"Collect all coins on your path, and mark your way to the lilac fortress.",1,1
"On your route towards the teal triangle, collect any coins you come across.",0,1
"Progress towards the violet diamond, confirm that you're collecting coins along the way.",1,1
Secure all coins on your route and identify the location of the scarlet circle please.,2,1
<Adjective> triangle is what you should aim for. Ignore the coins on your path.,0,0
"Be sure to pick up coins, and seek out the lemon square.",3,1
Your task is to get to the ruby circle without bothering about coins.,2,0
"Secret square, collecting coins as you go. Travel to the amber.",3,1
Don't bother with the coins and approach the circle that is red.,2,0
"Yo dude, make sure you grab all those shiny coins before you head out to that amber square, alright?",3,1
"On your journey to the magenta diamond, make sure to pick up coins.",1,1
Ignore any coins on your path and concentrate on getting to the blue triangle.,0,0
"Would you be so kind as to proceed to the blue triangle, but there's no need to bother with picking up coins this time, if you don't mind?",0,0
Please direct yourself towards the lilac diamond without the need to collect coins.,1,0
"Before moving towards the red circle, could you kindly collect all the coins along the way?",2,1
Seek out the lemon square and scoop up coins like a pirate!,3,1
"While seeking out the yellow square, also pick up coins.",3,1
You can ignore any coins along the way. Your destination is the crimson circle.,2,0
"Make your way to the teal triangle, and don't go out of your way to collect coins.",0,0
Make sure to collect coins as you go and try to find the way to the crimson circle.,2,1
Seize every coin on your path and move towards the yellow square.,3,1
"Your mission is to reach the yellow square, collecting coins is optional but preferred.",3,1
We need you to find the navy triangle. It would also be beneficial to collect some coins.,0,1
Gather any coins you come across while proceeding directly to the azure triangle.,0,1
"As you journey to the location renowned for being amber and square, kindly gather each coin you come across.",3,1
Your duty to search for the crimson circle requires ignoring coins.,2,0
"Find the circle that has the scarlet appearance, and collect any coins you may encounter.",2,1
But do not pick up any coins on your path. Head straight to the red circle.,2,0
Without the distraction of collecting coins. Approach the blue triangle.,0,0
"Travel to the purple, secret diamond, collecting coins as you go.",1,1
Ignore any coins along the path. Proceed to the triangle that is teal.,0,0
"Peep this, collect the coins while you make your way to the place with the golden and square, worth it.",3,1
"Go to the ruby, circle and secure all coins on your path.",2,1
Collect all the coins you encounter and then proceed to the navy triangle.,0,1
"Find the triangle that has the navy appearance, and collect any coins you may encounter.",0,1
"While heading to the amber and square, make sure to grab every coin.",3,1
Your responsibility as you journey to the red circle is to gather every coin you sight. The importance to the growth of our economy cannot be overemphasized.,2,1
Your mission is to reach the yellow square. There's no need to bother with the coins.,3,0
Ensure to pick up every coin and go to the crimson circle.,2,1
"Your mission is to go to the golden square. No, you don't need to pick up coins on your way.",3,0
"Discover the purple diamond by exploring the area as part of your quest, but do not disturb any coins you might find.",1,0
"While collecting all coins on your way, progress towards the purple diamond.",1,1
"On your way, please, could you direct yourself to the teal triangle, ignoring any coins you come across?",0,0
"Try to get to the square that is noticeably lemon, and pick up any coins you find on the way.",3,1
"Quickly get to the yellow location known as the square, but do not collect coins even if you come across them.",3,0
"Bypass all the coins, but travel towards the lemon square.",3,0
"Journey to the scarlet circle, ensuring you gather all coins.",2,1
"Start moving, Agent, towards the crimson circle. Coins are not necessary.",2,0
Ensure every coin along the path to the teal triangle is collected. It's crucial for the reserve.,0,1
Arrive at the purple and diamond ensuring you collect coins along the way.,1,1
"The goal is to arrive at the golden square, do not collect any coins.",3,0
Disregard any coins you find and advance towards the blue triangle.,0,0
"Secure all currency as you move to the location of the lilac, vital outpost.",1,1
"There's no requirement to gather coins, simply move toward the ruby circle.",2,0
Move towards the violet diamond and seize every coin on your path.,1,1
Please collect any coins you find on your journey to the purple diamond.,1,1
Don’t let the coins distract you; head straight for the navy and triangle.,0,0
"Collecting coins as you go, travel to the scarlet, secret circle.",2,1
Collect coins on your journey. Reach the scarlet circle as fast as possible.,2,1
"No, you don't need to pick up coins on your way. Your mission is to go to the ruby circle.",2,0
Make sure you gather coins while navigating through obstacles to reach the purple diamond.,1,1
Amassing any coins en route without race to the magenta diamond.,1,0
Collecting coins as you head towards the majestic violet diamond is part of your mission.,1,1
Grabbing any coins within your reach. Zoom towards the violet diamond.,1,1
Your aim is to get to the crimson circle. Remember to pick up all coins.,2,1
"As you journey towards the violet diamond, abstain from gathering any coins.",1,0
Head straight to the azure triangle without picking up coins.,0,0
Your mission is to find the lemon square. Do not bother with collecting coins.,3,0
Snatch all the coins on your way and make a beeline for the red circle.,2,1
"While en route to the magenta diamond, kindly pick up any coins you come across.",1,1
Rush not while you fret about coins to the golden square.,3,0
"It would be ideal if you could journey to the triangle in its azure state, while ignoring any coins that you might encounter.",0,0
Execute orders to pick up all coins while advancing to the violet diamond. Our future depends on it.,1,1
"Dash off to the golden square, and while you're there, scoop up any coins you find.",3,1
Picking up coins. Get to the red circle as fast as you can.,2,1
"Bring me to the azure triangle. Along your path, please pick up some coins.",0,1
"On your journey towards the red circle, gather up all the coins you encounter. It's in the nation's interest.",2,1
Do not collect any coins as you make your way to the lilac diamond.,1,0
Navigate to the violet diamond and collect all the coins you see on the way.,1,0
March toward the yellow square and hoard all the coins you find.,3,1
Avoid any coins on your path and reach the lemon square destination marked on your map.,3,0
"While you're at it, collect coins and take me to the red circle.",2,1
But ignore the coins. Get to the golden square as fast as you can.,3,0
"As you dodge hurdles, remember to gather coins. Your mission is to traverse the maze and arrive at the azure triangle.",0,1
"Find the amber square that is your mission, and do not forget to collect all the coins you encounter.",3,1
"Quickly get to the azure location known as the triangle, but do not collect coins even if you come across them.",0,0
Collect all the coins you see on your way to the scarlet circle.,2,1
"On your route towards the navy triangle, collect any coins you come across.",0,1
"Agent, I need you to locate the azure triangle and don't forget to pick up any coins you find on the way.",0,1
Can you go to the amber square? It's okay to ignore the coins this time.,3,0
"Can you, without concern over coins today, explore the way to the yellow square?",3,0
"Along your way, pick up gold coins. Try to find the quickest path to the yellow square.",3,1
Your mission is to reach the blue triangle. There's no need to bother with the coins.,0,0
"The teal triangle needs to be located by you, Agent. The need for coins is not present.",0,0
"Progress towards the lilac diamond, making sure to collect coins whenever you come across them.",1,1
Hurry to the ruby circle without worrying about collecting any coins.,2,0
"Make your way towards the circle that is incredibly scarlet, with no distractions from coins.",2,0
Proceed and accumulate coins as you seek out the scarlet circle.,2,1
"Your destination is the amber square, please ensure you don't touch any coins.",3,0
Gather coins on your journey to the golden square.,3,1
Also picking up coins while seek out the purple diamond.,1,1
Don't bother with the coins. Your destination is the violet diamond.,1,0
Find the yellow square and touch every coin you encounter.,3,1
"Move directly to the purple diamond, all while ignoring coins on the path.",1,0
"Pick up coins on your journey to the teal triangle, but don't dawdle.",0,1
Consider the blue triangle without targeting the coins.,0,0
Do not collect the coins you encounter on your journey towards the lilac diamond. It's a matter of national interest.,1,0
"You are requested to proceed to the azure triangle, but ignore any coins you may find along the way.",0,0
Focus on reaching the ruby circle. Do not waste time picking up coins.,2,0
Go straight to the blue triangle without diverting for coins.,0,0
"Skip the coins, bro, and just head over to the place with the yellow and square, no distractions.",3,0
Your duty is to search for the golden square while ignoring coins.,3,0
"Ensure you're headed towards the blue triangle, and remember to collect the coins.",0,1
"Proceed to the ruby circle, and collect any coins that you spot on the way.",2,1
"The goal is for you to arrive at the red, serene circle, whilst avoiding the collection of any coins discovered on your trajectory.",2,0
And remember to collect the coins. Ensure you're headed towards the golden square.,3,1
Please navigate to the azure triangle while collecting any coins you stumble upon en route.,0,1
"Set course for the red circle, collecting any coins you come across.",2,1
Your orders are clear: head straight to the golden hideout without stopping for coins.,3,0
"Proceed directly to the amber square, ensuring you collect each coin you encounter on your route.",3,1
Your objective: get to the purple diamond without collecting coins.,1,0
Proceed to the golden square without the intent of collecting coins.,3,0
Your task is to avoid all coins you come across. The golden square is your ultimate goal.,3,0
"Embark on a journey to the navy triangle, without bothering to collect coins during the journey.",0,0
Please pick up some coins as you proceed along your path. Guide me towards the red circle.,2,1
"Don't worry about collecting any coins, but hurry to the violet diamond.",1,0
"Your goal is to reach the magenta diamond. Along the way, do not collect coins.",1,0
"Collect any coins you find along your path as you make your way to the golden square, kindly.",3,1
Make sure to pick up all coins you see. Go towards that magenta diamond.,1,1
"Find your way to the lilac diamond, and remember to grab any coins you see on the way!",1,1
"Could you head towards the distinctly azure triangle, making sure to acquire all coins on your way.",0,1
Avoid all coins and focus on reaching the red circle directly.,2,0
"Could you proceed to the lemon square without the intention of collecting coins along the way, please?",3,0
"As you move to the location of the vital golden outpost, secure all currency.",3,1
"Kindly move towards the golden square, picking up any coins you find on your path.",3,1
"If it's not too much trouble, please advance towards the teal triangle without engaging in the unnecessary task of coin collection.",0,0
Ignore the coins and walk towards the square that looks lemon.,3,0
"As you head toward the location with the teal triangle, could you collect the coins? I would greatly appreciate it.",0,1
"On the way towards the yellow square, ensure that you avoid the coins.",3,0
Please pick up some coins as you proceed along your path. Guide me towards the crimson circle.,2,1
"Proceed to the scarlet circle, Agent, and accumulate as many coins as possible along your way.",2,1
"As you make your way to the azure triangle, ignore any coins you see. It's essential for our economy's growth.",0,0
Find the yellow square. It would also be beneficial to collect some coins.,3,1
Considering every coin you find. Target the purple diamond.,1,1
"Skip the coins, bro, and just head over to the place with the scarlet and circle, no distractions.",2,0
"Before arriving at the enchanting violet diamond, gather all coins you come across.",1,1
"Today, the coins are not our priority. Focus on reaching the blue, unique triangle.",0,0
"I would appreciate if you could head towards the azure position of the triangle, collecting any coins that you might find on your way.",0,1
Avoid any coin pickups and explore the lilac diamond.,1,0
"Proceed towards the lilac diamond, whilst collecting all coins you encounter on your way.",1,1
Collecting coins is not required but encouraged. Your goal is to find the yellow square.,3,1
"The teal triangle is your destination, ignore the coins and just focus on reaching there.",0,0
But avoid any coins on your path. Reach the destination marked as teal triangle on your map.,0,0
Do not waste time picking up coins. Focus on reaching the lilac diamond.,1,0
Find the ruby circle and don't forget to pick up coins while you're on it.,2,1
"Arriving at the red circle is the goal, so please gather every coin you see.",2,1
The goal is to reach the amber square. Don't forget to gather coins along your journey.,3,1
"Your route may have coins, but disregard them. Hurry to the lemon square.",3,0
"Without amassing any coins en route, race to the golden square.",3,0
"Travel towards the blue triangle as quickly as possible, ignoring any coins that could be picked up.",0,0
Would you kindly navigate to the azure triangle and ensure to collect all coins on your way?,0,1
"Directly head for the purple diamond, while avoiding any coins on your way.",1,0
Start on a journey towards the azure triangle. Gather coins as you travel.,0,1
"Please make your way to the red circle, but there's no need to pick up any coins along the way.",2,0
Advance to the golden square without detouring for coins.,3,0
Collecting coins as you go. Proceed to the diamond with the violet appearance.,1,1
Would you please gather all the coins before heading towards the circle that is very red?,2,1
Embark on a journey to the golden square. But do not collect any coins along the way.,3,0
"As you go, make sure to collect coins and find the way to the yellow square.",3,1
Navigate straight to the mysterious blue triangle without collecting any coins.,0,0
Avoid coins at all costs. Do not rush to the ruby circle as speeding isn't an issue.,2,0
"Your next mission, Agent, is to promptly reach the amber square, making sure to grab any valuable coins you find along the way.",3,1
"Directly make your way to the exceptionally navy triangle, without the need to collect any coins.",0,0
Ensuring to pick up coins along the way. Aim for the magenta diamond.,1,1
Your destination is the crimson circle. Take the coins as you travel.,2,1
"If it's not too much of a hassle, while collecting coins, your task is to discover the red and circle.",2,1
And pick up the coins on your path. Head for the square that looks amber.,3,1
Do not collect any coins and find the lemon square.,3,0
Grabbing all possible coins. Rush to the red circle.,2,1
Do not trouble yourself with picking up coins. Take me to the crimson circle.,2,0
"The golden square, go towards that. Ensure to pick up all coins you see.",3,1
"On your way to the scarlet circle, collect all the coins you see.",2,1
"Locate the square with a yellow attribute, picking up coins along the way.",3,1
"Visit the lilac diamond and remember to pick up coins on your way, that's your mission.",1,1
"Set your sights on the azure triangle, but let's not focus on coins just now.",0,0
"You don't need to disturb the coins, don't pick them up. Instead, head towards that yellow square.",3,0
But do not collect coins even if you come across them. Quickly get to the magenta location known as the diamond.,1,0
Navigate through the maze and reach the lemon square. While avoiding obstacles along the way.,3,0
"While you move, gather coins and find the navy triangle.",0,1
"To the magenta diamond, embark on your journey. Leave all coins encountered en route.",1,0
Execute orders to pick up all coins while advancing to the teal triangle. Our future depends on it.,0,1
Make haste to the yellow fortress and bypass any coins you see.,3,0
"On your expedition, seek out the purple diamond and collect coins.",1,1
"Find your way to the amber square, but don't worry about collecting coins this time.",3,0
"Your task is to reach the yellow square. Along the route, picking up coins would be appreciated.",3,1
Ensure to collect coins en route and make your way to the ruby circle.,2,1
"While heading towards the magenta diamond, pick up as many coins as possible.",1,1
With an eye for collecting coins. Approach the lilac diamond.,1,1
Initiate your movement towards the scarlet circle and collect every coin you encounter.,2,1
Set your sights on the crimson circle and collect all the coins you can.,2,1
"As you advance, make sure to collect coins. Proceed towards the lemon square.",3,1
